Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1,Alex Acker\ackeral01,Feb 21 '06 DET vs. ATL,23,1,5,35,4,16,1,5,0,0,1,5,4,1,0,4,4,9,.250,.200,,7.0,1.8,1.0,0.8
2,Alan Anderson\anderal01,Nov 12 '05 CHA @ MIA,23,1,36,564,75,181,24,58,33,41,23,70,32,11,4,32,48,207,.414,.414,.805,15.7,5.8,1.9,0.9
3,Martynas Andriuškevičius\andrima01,Jan 5 '06 CLE vs. HOU,19,1,6,9,0,1,0,0,0,0,1,4,0,2,0,0,1,0,.000,,,1.5,0.0,0.7,0.0
4,Earl Barron\barroea01,Nov 2 '05 MIA @ MEM,24,1,8,45,5,16,0,0,3,4,2,10,0,0,0,5,10,13,.313,,.750,5.6,1.6,1.3,0.0
5,Eddie Basden\basdeed01,Nov 7 '05 CHI vs. SAS,22,1,19,141,15,37,1,7,8,10,7,28,8,9,2,9,17,39,.405,.143,.800,7.4,2.1,1.5,0.4
6,Brandon Bass\bassbr01,Nov 1 '05 NOK vs. SAC,20,1,29,268,28,70,0,0,12,19,18,68,3,3,7,11,18,68,.400,,.632,9.2,2.3,2.3,0.1
7,Esteban Batista\batises01,Nov 2 '05 ATL @ GSW,22,1,57,495,34,80,0,1,33,53,61,144,7,15,11,38,111,101,.425,.000,.623,8.7,1.8,2.5,0.1
8,Andray Blatche\blatcan01,Nov 11 '05 WAS vs. SEA,19,1,29,175,26,67,3,13,10,12,12,38,10,5,7,12,36,65,.388,.231,.833,6.0,2.2,1.3,0.3
9,Andrew Bogut\bogutan01,Nov 1 '05 MIL @ PHI,21,1,82,2348,323,606,0,3,122,194,189,573,192,49,68,125,259,768,.533,.000,.629,28.6,9.4,7.0,2.3
10,Kevin Burleson\burleke01,Nov 11 '05 CHA vs. DAL,26,1,39,340,22,88,10,54,16,17,4,26,48,26,2,25,63,70,.250,.185,.941,8.7,1.8,0.7,1.2
11,Andrew Bynum\bynuman01,Nov 2 '05 LAL @ DEN,18,1,46,338,33,82,0,0,8,27,34,80,9,4,22,17,56,74,.402,,.296,7.3,1.6,1.7,0.2
12,Will Bynum\bynumwi01,Mar 19 '06 GSW vs. PHI,23,1,15,162,21,52,2,9,10,16,3,12,19,7,0,14,10,54,.404,.222,.625,10.8,3.6,0.8,1.3
13,José Calderón\caldejo01,Nov 2 '05 TOR vs. WAS,24,1,64,1487,132,312,7,43,78,92,30,141,288,42,4,101,93,349,.423,.163,.848,23.2,5.5,2.2,4.5
14,Travis Diener\dienetr01,Dec 2 '05 ORL @ MEM,23,1,23,246,29,69,25,57,5,6,4,21,16,7,0,10,22,88,.420,.439,.833,10.7,3.8,0.9,0.7
15,Ike Diogu\dioguik01,Nov 23 '05 GSW vs. SAS,22,1,69,1031,175,334,0,0,136,168,95,229,29,15,30,78,164,486,.524,,.810,14.9,7.0,3.3,0.4
16,Monta Ellis\ellismo01,Nov 12 '05 GSW @ PHO,20,1,49,886,132,318,28,82,42,59,22,105,78,32,11,58,69,334,.415,.341,.712,18.1,6.8,2.1,1.6
17,Daniel Ewing\ewingda01,Nov 2 '05 LAC @ SEA,22,1,66,971,97,255,22,78,36,46,23,85,84,37,6,57,86,252,.380,.282,.783,14.7,3.8,1.3,1.3
18,Noel Felix\felixno01,Mar 5 '06 SEA vs. UTA,24,1,12,82,6,25,1,3,5,8,3,13,2,2,3,8,13,18,.240,.333,.625,6.8,1.5,1.1,0.2
19,Raymond Felton\feltora01,Nov 2 '05 CHA @ CHI,21,1,80,2406,345,883,97,271,161,222,77,265,446,102,8,182,181,948,.391,.358,.725,30.1,11.9,3.3,5.6
20,Gerald Fitch\fitchge01,Nov 23 '05 MIA vs. POR,23,1,18,239,30,89,7,26,17,23,7,30,33,7,5,15,28,84,.337,.269,.739,13.3,4.7,1.7,1.8
21,Sharrod Ford\fordsh02,Nov 30 '05 PHO vs. IND,24,1,3,13,2,3,0,0,0,0,1,3,0,0,1,2,7,4,.667,,,4.3,1.3,1.0,0.0
22,Channing Frye\fryech01,Nov 4 '05 NYK vs. WAS,22,1,65,1572,305,640,3,9,189,229,138,374,53,30,47,97,200,802,.477,.333,.825,24.2,12.3,5.8,0.8
23,Deng Gai\gaide01,Nov 2 '05 PHI @ DET,23,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.5,0.0,0.0,0.0
24,Francisco García\garcifr01,Nov 1 '05 SAC @ NOK,24,1,67,1301,130,325,39,137,78,101,39,185,94,41,47,75,135,377,.400,.285,.772,19.4,5.6,2.8,1.4
25,Ryan Gomes\gomesry01,Nov 2 '05 BOS vs. NYK,23,1,61,1376,173,355,3,9,112,149,102,298,58,35,5,55,83,461,.487,.333,.752,22.6,7.6,4.9,1.0
26,Joey Graham\grahajo01,Nov 2 '05 TOR vs. WAS,23,1,80,1581,198,414,29,87,108,133,57,244,60,37,13,92,228,533,.478,.333,.812,19.8,6.7,3.1,0.8
27,Stephen Graham\grahast01,Dec 11 '05 HOU @ POR,23,1,22,175,21,54,2,10,14,15,5,27,7,5,2,13,31,58,.389,.200,.933,8.0,2.6,1.2,0.3
28,Danny Granger\grangda01,Nov 2 '05 IND @ ORL,22,1,78,1765,221,478,30,93,115,148,131,384,90,58,62,80,211,587,.462,.323,.777,22.6,7.5,4.9,1.2
29,Devin Green\greende01,Nov 3 '05 LAL vs. PHO,23,1,27,135,6,28,0,2,13,21,10,24,7,3,0,5,13,25,.214,.000,.619,5.0,0.9,0.9,0.3
30,Gerald Green\greenge01,Feb 3 '06 BOS vs. LAC,20,1,32,374,66,138,6,20,29,37,10,41,18,13,4,22,41,167,.478,.300,.784,11.7,5.2,1.3,0.6
31,Orien Greene\greenor01,Nov 2 '05 BOS vs. NYK,23,1,80,1235,100,253,9,40,45,68,37,145,129,77,10,109,181,254,.395,.225,.662,15.4,3.2,1.8,1.6
32,Anthony Grundy\grundan01,Mar 29 '06 ATL vs. IND,26,1,12,108,19,38,5,15,9,14,1,17,9,7,0,9,14,52,.500,.333,.643,9.0,4.3,1.4,0.8
33,Chuck Hayes\hayesch01,Jan 18 '06 HOU vs. DAL,22,1,40,535,59,105,0,1,29,45,67,179,14,26,14,12,76,147,.562,.000,.644,13.4,3.7,4.5,0.4
34,Luther Head\headlu01,Nov 5 '05 HOU vs. NOK,23,1,80,2310,254,630,113,313,86,123,33,266,215,89,9,119,169,707,.403,.361,.699,28.9,8.8,3.3,2.7
35,Julius Hodge\hodgeju01,Nov 13 '05 DEN vs. MIN,22,1,14,33,5,13,0,0,3,8,5,7,6,2,0,8,7,13,.385,,.375,2.4,0.9,0.5,0.4
36,Randy Holcomb\holcora01,Jan 6 '06 CHI @ MIL,26,1,4,11,1,1,0,0,0,0,1,1,0,0,0,0,2,2,1.000,,,2.8,0.5,0.3,0.0
37,Jarrett Jack\jackja01,Nov 2 '05 POR @ MIN,22,1,79,1599,189,428,20,76,128,160,18,160,219,41,2,102,138,526,.442,.263,.800,20.2,6.7,2.0,2.8
38,Šarūnas Jasikevičius\jasiksa01,Nov 2 '05 IND @ ORL,29,1,75,1557,170,429,86,236,121,133,19,153,227,40,4,116,108,547,.396,.364,.910,20.8,7.3,2.0,3.0
39,Amir Johnson\johnsam01,Jan 24 '06 DET @ MIN,18,1,3,39,7,10,2,3,4,4,3,4,3,0,2,4,7,20,.700,.667,1.000,13.0,6.7,1.3,1.0
